marca,modelo,ano_modelo,ano_fabr,quilometragem,cor,estado,cambio,motor,tipo_combustivel,preco
VOLKSWAGEN,NIVUS,2022.0,2021,13000.0,Azul,SP,AUTOMÁTICO,1.0,FLEX,132000.0
VOLKSWAGEN,SAVEIRO,2012.0,2011,100000.0,Branco,MG,G.V,1.6,FLEX,43900.0
VOLKSWAGEN,TIGUAN,2018.0,2018,67028.0,Preto,PR,TIPTRONIC,1.4,FLEX,135900.0
VOLKSWAGEN,TAOS,2022.0,2021,25069.0,Bege,SP,AUTOMÁTICO,1.4,FLEX,170990.0
VOLKSWAGEN,GOL,2021.0,2020,42569.0,Preto,SP,MANUAL,1.0,nan,54990.0
VOLKSWAGEN,T-CROSS,2021.0,2021,28664.0,Preto,SP,AUTOMÁTICO,1.4,FLEX,115000.0
VOLKSWAGEN,AMAROK,2021.0,2021,26500.0,Branco,SP,AUTOMÁTICO,3.0,DIESEL,259990.0
VOLKSWAGEN,NIVUS,2021.0,2020,57000.0,Vermelho,SP,AUTOMÁTICO,1.0,FLEX,113900.0
VOLKSWAGEN,T-CROSS,2021.0,2020,28000.0,Preto,SP,AUTOMÁTICO,1.0,FLEX,111990.0
VOLKSWAGEN,POLO,2019.0,2018,44000.0,Preto,SP,AUTOMÁTICO,1.0,nan,84900.0
VOLKSWAGEN,VIRTUS,2021.0,2021,51319.0,Prata,RJ,MANUAL,1.6,FLEX,73630.0
VOLKSWAGEN,T-CROSS,2021.0,2020,38352.0,Branco,SP,AUTOMÁTICO,1.0,FLEX,113820.0
VOLKSWAGEN,POLO SEDAN,2011.0,2010,105582.0,Prata,SP,MANUAL,1.6,GASOLINA,37900.0
VOLKSWAGEN,SAVEIRO,2015.0,2014,65276.0,Prata,SP,MANUAL,1.6,FLEX,50000.0
VOLKSWAGEN,NIVUS,2022.0,2022,14040.0,Preto,SP,AUTOMÁTICO,1.0,FLEX,124000.0
VOLKSWAGEN,TIGUAN,2018.0,2018,79000.0,Branco,SP,TIPTRONIC,1.4,FLEX,136900.0
VOLKSWAGEN,VIRTUS,2020.0,2020,26000.0,Prata,SP,AUTOMÁTICO,1.0,nan,84990.0
VOLKSWAGEN,VOYAGE,2018.0,2017,65000.0,Cinza,SP,MANUAL,1.6,nan,54900.0
VOLKSWAGEN,GOLF,2014.0,2014,134000.0,Prata,SP,AUTOMÁTICO,1.4,GASOLINA,84900.0
VOLKSWAGEN,T-CROSS,2020.0,2019,28000.0,Cinza,SP,AUTOMÁTICO,1.4,FLEX,121900.0
VOLKSWAGEN,TIGUAN,2020.0,2020,49000.0,Prata,SC,TIPTRONIC,1.4,FLEX,157800.0
VOLKSWAGEN,POLO,2013.0,2013,136000.0,Branco,SP,MANUAL,1.6,FLEX,41900.0
VOLKSWAGEN,TIGUAN,2020.0,2019,23000.0,Cinza,SP,DSG,2.0,GASOLINA,229980.0
VOLKSWAGEN,VOYAGE,2021.0,2020,22809.0,Branco,CE,AUTOMÁTICO,1.6,nan,68440.0
VOLKSWAGEN,AMAROK,2021.0,2021,17000.0,Preto,SP,AUTOMÁTICO,3.0,DIESEL,259900.0
VOLKSWAGEN,JETTA,2021.0,2021,16000.0,Vermelho,PR,DSG,2.0,GASOLINA,210900.0
VOLKSWAGEN,NIVUS,2022.0,2022,13800.0,Cinza,SP,AUTOMÁTICO,1.0,FLEX,132890.0
VOLKSWAGEN,AMAROK,2018.0,2018,65000.0,Branco,SP,AUTOMÁTICO,3.0,DIESEL,199800.0
VOLKSWAGEN,NIVUS,2021.0,2021,25300.0,Branco,GO,AUTOMÁTICO,1.0,FLEX,119900.0
VOLKSWAGEN,POLO,2019.0,2018,50000.0,Preto,SP,AUTOMÁTICO,1.0,nan,78890.0
VOLKSWAGEN,AMAROK,2022.0,2022,0.0,Preto,MA,AUTOMÁTICO,2.0,DIESEL,220000.0
VOLKSWAGEN,FOX,2016.0,2015,85480.0,Branco,PR,MANUAL,1.6,FLEX,57900.0
VOLKSWAGEN,VIRTUS,2022.0,2021,23210.0,Preto,SP,AUTOMÁTICO,1.6,FLEX,89800.0
VOLKSWAGEN,TAOS,2022.0,2022,9000.0,Cinza,SC,AUTOMÁTICO,1.4,FLEX,189900.0
VOLKSWAGEN,GOL,2015.0,2014,69000.0,Branco,SP,MANUAL,1.0,FLEX,39900.0
VOLKSWAGEN,POLO,2019.0,2018,35540.0,Vermelho,SP,AUTOMÁTICO,1.0,nan,86890.0
VOLKSWAGEN,T-CROSS,2020.0,2019,46700.0,Branco,SC,AUTOMÁTICO,1.0,FLEX,104900.0
VOLKSWAGEN,AMAROK,2021.0,2021,60100.0,Cinza,SP,AUTOMÁTICO,3.0,DIESEL,234990.0
VOLKSWAGEN,POLO,2020.0,2020,25000.0,Cinza,SP,AUTOMÁTICO,1.0,nan,84990.0
VOLKSWAGEN,AMAROK,2021.0,2020,50000.0,Preto,SC,AUTOMÁTICO,3.0,DIESEL,219900.0
VOLKSWAGEN,JETTA,2020.0,2020,27000.0,Preto,MG,TIPTRONIC,1.4,FLEX,139900.0
VOLKSWAGEN,JETTA,2017.0,2017,64000.0,Cinza,SP,TIPTRONIC,2.0,GASOLINA,99900.0
VOLKSWAGEN,POLO,2022.0,2021,25446.0,Branco,SP,AUTOMÁTICO,1.0,nan,90100.0
VOLKSWAGEN,JETTA,2011.0,2011,108000.0,Azul,MG,TIPTRONIC,2.0,GASOLINA,62900.0
VOLKSWAGEN,GOL,2019.0,2019,46367.0,Prata,SP,MANUAL,1.0,nan,48789.0
VOLKSWAGEN,FOX,2020.0,2019,49643.0,Prata,SP,MANUAL,1.6,FLEX,67900.0
VOLKSWAGEN,FUSCA,2013.0,2012,92000.0,Prata,SC,AUTOMÁTICO,2.0,GASOLINA,103900.0
VOLKSWAGEN,AMAROK,2018.0,2017,78000.0,Cinza,SC,AUTOMÁTICO,2.0,DIESEL,164900.0
VOLKSWAGEN,GOLF,2015.0,2014,57170.0,Prata,SP,AUTOMÁTICO,1.4,GASOLINA,83890.0
VOLKSWAGEN,FOX,2010.0,2010,111111.0,Preto,PR,MANUAL,1.0,FLEX,29900.0
VOLKSWAGEN,AMAROK,2023.0,2022,0.0,Prata,SP,AUTOMÁTICO,3.0,DIESEL,276490.0
VOLKSWAGEN,SAVEIRO,2015.0,2014,97157.0,Vermelho,SP,MANUAL,1.6,FLEX,69990.0
VOLKSWAGEN,AMAROK,2021.0,2021,26488.0,Preto,SP,AUTOMÁTICO,3.0,DIESEL,320000.0
VOLKSWAGEN,POLO,2018.0,2017,38725.0,Vermelho,SC,MANUAL,1.0,FLEX,62900.0
VOLKSWAGEN,AMAROK,2019.0,2018,37000.0,Prata,SP,AUTOMÁTICO,3.0,DIESEL,209900.0
VOLKSWAGEN,AMAROK,2022.0,2021,18645.0,Prata,RS,AUTOMÁTICO,3.0,DIESEL,219000.0
VOLKSWAGEN,JETTA,2019.0,2019,50540.0,Branco,SP,DSG,2.0,GASOLINA,174990.0
VOLKSWAGEN,NIVUS,2021.0,2020,26000.0,Vermelho,SC,AUTOMÁTICO,1.0,FLEX,126900.0
VOLKSWAGEN,POLO,2020.0,2019,51000.0,Prata,SP,AUTOMÁTICO,1.6,FLEX,73900.0
VOLKSWAGEN,UP,2017.0,2016,128000.0,Prata,SP,MANUAL,1.0,FLEX,38900.0
VOLKSWAGEN,TIGUAN,2014.0,2013,106340.0,Branco,SP,TIPTRONIC,2.0,GASOLINA,76900.0
VOLKSWAGEN,FUSCA,2013.0,2013,59900.0,Branco,SP,AUTOMÁTICO,2.0,GASOLINA,114900.0
VOLKSWAGEN,FOX,2020.0,2019,25000.0,Cinza,SP,MANUAL,1.6,FLEX,66890.0
VOLKSWAGEN,T-CROSS,2022.0,2021,25224.0,Branco,SP,AUTOMÁTICO,1.4,FLEX,130900.0
VOLKSWAGEN,T-CROSS,2021.0,2021,11950.0,Branco,SC,AUTOMÁTICO,1.4,FLEX,135900.0
VOLKSWAGEN,POLO,2020.0,2019,44000.0,Prata,SP,AUTOMÁTICO,1.0,nan,89900.0
VOLKSWAGEN,SAVEIRO,2014.0,2013,81000.0,Prata,SP,MANUAL,1.6,FLEX,63900.0
VOLKSWAGEN,FOX,2014.0,2013,88862.0,Prata,SP,MANUAL,1.0,FLEX,41890.0
VOLKSWAGEN,VOYAGE,2022.0,2021,35445.0,Prata,RN,MANUAL,1.6,nan,65890.0
VOLKSWAGEN,VOYAGE,2021.0,2020,42114.0,Prata,SP,AUTOMÁTICO,1.6,nan,66070.0
VOLKSWAGEN,GOL,2020.0,2019,40000.0,Preto,SP,MANUAL,1.6,nan,55500.0
VOLKSWAGEN,JETTA,2020.0,2020,38863.0,Branco,SP,DSG,2.0,GASOLINA,187990.0
VOLKSWAGEN,TAOS,2022.0,2021,19270.0,Azul,SC,AUTOMÁTICO,1.4,FLEX,181900.0
VOLKSWAGEN,POLO,2020.0,2019,37000.0,Cinza,RS,AUTOMÁTICO,1.0,nan,92900.0
VOLKSWAGEN,GOLF,2016.0,2015,50450.0,Branco,PR,AUTOMÁTICO,2.0,GASOLINA,149900.0
VOLKSWAGEN,UP,2019.0,2018,50230.0,Preto,SC,MANUAL,1.0,FLEX,71500.0
VOLKSWAGEN,POLO,2018.0,2018,38000.0,Cinza,SP,AUTOMÁTICO,1.0,nan,79900.0
VOLKSWAGEN,T-CROSS,2020.0,2019,31000.0,Cinza,SP,AUTOMÁTICO,1.0,FLEX,112900.0
VOLKSWAGEN,JETTA,2013.0,2012,97580.0,Branco,SP,TIPTRONIC,2.0,GASOLINA,85000.0
VOLKSWAGEN,NIVUS,2021.0,2021,33000.0,Preto,SP,AUTOMÁTICO,1.0,FLEX,109900.0
VOLKSWAGEN,POLO,2019.0,2019,36072.0,Preto,SP,AUTOMÁTICO,1.6,FLEX,76800.0
VOLKSWAGEN,JETTA,2016.0,2016,52000.0,Cinza,SP,TIPTRONIC,2.0,GASOLINA,100990.0
VOLKSWAGEN,AMAROK,2016.0,2016,160000.0,Preto,SP,AUTOMÁTICO,2.0,DIESEL,134900.0
VOLKSWAGEN,JETTA,2017.0,2017,80260.0,Branco,PR,TIPTRONIC,1.4,GASOLINA,84900.0
VOLKSWAGEN,T-CROSS,2022.0,2021,21742.0,Cinza,SP,AUTOMÁTICO,1.4,FLEX,128800.0
VOLKSWAGEN,GOL,2021.0,2020,67363.0,Branco,SP,MANUAL,1.0,nan,53850.0
VOLKSWAGEN,PASSAT,2018.0,2018,116000.0,Branco,SC,DSG,2.0,GASOLINA,134900.0
VOLKSWAGEN,SAVEIRO,2014.0,2013,59583.0,Prata,SP,G.VI,1.6,FLEX,53900.0
VOLKSWAGEN,GOLF,2019.0,2018,20000.0,Preto,MG,DSG,2.0,GASOLINA,239900.0
VOLKSWAGEN,POLO,2019.0,2018,42122.0,Branco,SP,AUTOMÁTICO,1.0,nan,88900.0
VOLKSWAGEN,POLO,2022.0,2022,1070.0,Prata,SP,AUTOMÁTICO,1.0,nan,99990.0
VOLKSWAGEN,POLO,2020.0,2019,19540.0,Branco,SP,MANUAL,1.0,FLEX,68900.0
VOLKSWAGEN,GOLF,2012.0,2011,112330.0,Preto,SP,MANUAL,1.6,FLEX,56990.0
VOLKSWAGEN,VOYAGE,2019.0,2019,64400.0,Branco,SC,AUTOMÁTICO,1.6,nan,66690.0
VOLKSWAGEN,TIGUAN,2020.0,2019,36319.0,Preto,SP,TIPTRONIC,1.4,FLEX,225900.0
VOLKSWAGEN,SAVEIRO,2023.0,2022,0.0,Branco,SC,MANUAL,1.6,FLEX,80900.0
VOLKSWAGEN,FUSCA,1980.0,1980,558020.0,Bege,SP,MANUAL,1.3,GASOLINA,13000.0
VOLKSWAGEN,SPACEFOX,2011.0,2010,135000.0,Prata,SP,AUTOMATIZADO,1.6,FLEX,39900.0
VOLKSWAGEN,GOL,2022.0,2021,47786.0,Branco,PR,MANUAL,1.0,nan,59900.0
VOLKSWAGEN,T-CROSS,2020.0,2019,49000.0,Cinza,GO,AUTOMÁTICO,1.0,FLEX,112500.0
VOLKSWAGEN,T-CROSS,2022.0,2021,25000.0,Branco,SP,AUTOMÁTICO,1.4,FLEX,157900.0
VOLKSWAGEN,POLO,2019.0,2018,37000.0,Preto,SC,AUTOMÁTICO,1.0,nan,80700.0
VOLKSWAGEN,SAVEIRO,2021.0,2020,57400.0,Branco,SP,MANUAL,1.6,FLEX,62900.0
VOLKSWAGEN,CROSSFOX,2015.0,2015,69531.0,Vermelho,SP,AUTOMATIZADO,1.6,FLEX,54990.0
VOLKSWAGEN,POLO,2018.0,2017,120000.0,Prata,SP,MANUAL,1.0,FLEX,58900.0
VOLKSWAGEN,POLO,2020.0,2019,20500.0,Branco,SP,AUTOMÁTICO,1.0,nan,96980.0
VOLKSWAGEN,T-CROSS,2021.0,2020,26000.0,Cinza,SC,AUTOMÁTICO,1.4,FLEX,131900.0
VOLKSWAGEN,GOLF,2017.0,2017,51000.0,Prata,SP,TIPTRONIC,1.4,FLEX,98900.0
VOLKSWAGEN,GOL,2019.0,2018,43041.0,Cinza,RS,AUTOMÁTICO,1.6,nan,61900.0
VOLKSWAGEN,JETTA,2018.0,2017,79500.0,Prata,SP,TIPTRONIC,1.4,GASOLINA,94900.0
VOLKSWAGEN,PASSAT,2013.0,2012,135608.0,Branco,SP,AUTOMÁTICO,2.0,GASOLINA,78900.0
VOLKSWAGEN,SAVEIRO,2021.0,2020,38000.0,Branco,SP,MANUAL,1.6,FLEX,67900.0
VOLKSWAGEN,T-CROSS,2023.0,2022,2425.0,Preto,SP,AUTOMÁTICO,1.0,FLEX,150990.0
VOLKSWAGEN,POLO,2023.0,2023,2827.0,Preto,MG,AUTOMÁTICO,1.4,nan,142900.0
VOLKSWAGEN,UP,2017.0,2016,49096.0,Branco,SP,MANUAL,1.0,FLEX,45990.0
VOLKSWAGEN,FOX,2016.0,2015,62195.0,Branco,BA,MANUAL,1.6,FLEX,48900.0
VOLKSWAGEN,SAVEIRO,2022.0,2021,12743.0,Branco,DF,MANUAL,1.6,FLEX,71990.0
VOLKSWAGEN,SAVEIRO,2014.0,2013,160000.0,Branco,SP,G.VI,1.6,FLEX,52900.0
VOLKSWAGEN,VIRTUS,2022.0,2021,17548.0,Cinza,SP,AUTOMÁTICO,1.4,nan,130990.0
VOLKSWAGEN,GOLF,2016.0,2016,59800.0,Branco,SP,AUTOMÁTICO,1.4,GASOLINA,90990.0
VOLKSWAGEN,TAOS,2022.0,2021,32000.0,Prata,SP,AUTOMÁTICO,1.4,FLEX,179900.0
VOLKSWAGEN,NEW BEETLE,2008.0,2007,88000.0,Preto,SP,MANUAL,2.0,GASOLINA,47890.0
VOLKSWAGEN,GOLF,2017.0,2016,89900.0,Cinza,SP,TIPTRONIC,1.4,FLEX,102900.0
VOLKSWAGEN,AMAROK,2022.0,2021,19000.0,Cinza,SP,AUTOMÁTICO,3.0,DIESEL,269000.0
VOLKSWAGEN,JETTA,2015.0,2015,95115.0,Branco,SP,TIPTRONIC,2.0,GASOLINA,81900.0
VOLKSWAGEN,T-CROSS,2020.0,2019,36178.0,Branco,BA,AUTOMÁTICO,1.0,FLEX,90990.0
VOLKSWAGEN,VIRTUS,2022.0,2021,26000.0,Branco,SP,AUTOMÁTICO,1.6,FLEX,89900.0
VOLKSWAGEN,JETTA,2017.0,2017,79000.0,Branco,SP,TIPTRONIC,1.4,GASOLINA,86890.0
VOLKSWAGEN,NIVUS,2021.0,2021,38000.0,Cinza,SP,AUTOMÁTICO,1.0,FLEX,128900.0
VOLKSWAGEN,JETTA,2015.0,2015,70000.0,Preto,RJ,TIPTRONIC,2.0,FLEX,69900.0
VOLKSWAGEN,NIVUS,2021.0,2021,28109.0,Cinza,SP,AUTOMÁTICO,1.0,FLEX,124790.0
VOLKSWAGEN,JETTA,2019.0,2018,49610.0,Branco,SP,TIPTRONIC,1.4,FLEX,108900.0
VOLKSWAGEN,VIRTUS,2020.0,2020,62745.0,Prata,SP,AUTOMÁTICO,1.0,nan,82900.0
VOLKSWAGEN,POLO,2018.0,2017,142000.0,Branco,MG,MANUAL,1.6,FLEX,62990.0
VOLKSWAGEN,JETTA,2014.0,2013,90000.0,Branco,SP,TIPTRONIC,2.0,FLEX,64900.0
VOLKSWAGEN,FOX,2019.0,2019,24000.0,Vermelho,SP,MANUAL,1.6,FLEX,59900.0
VOLKSWAGEN,AMAROK,2020.0,2020,6921.0,Preto,PR,AUTOMÁTICO,3.0,DIESEL,249900.0
VOLKSWAGEN,PASSAT,2010.0,2010,137000.0,Preto,SP,TIPTRONIC,2.0,GASOLINA,44800.0
VOLKSWAGEN,FOX,2016.0,2015,88261.0,Prata,RJ,MANUAL,1.6,FLEX,44900.0
VOLKSWAGEN,VIRTUS,2020.0,2019,137000.0,Prata,SP,AUTOMÁTICO,1.0,nan,74890.0
VOLKSWAGEN,FUSCA,2013.0,2013,78000.0,Branco,SP,AUTOMÁTICO,2.0,GASOLINA,108900.0
VOLKSWAGEN,GOLF,2014.0,2013,47000.0,Preto,SP,AUTOMÁTICO,1.4,GASOLINA,89900.0
VOLKSWAGEN,NIVUS,2021.0,2020,15500.0,Branco,SC,AUTOMÁTICO,1.0,FLEX,112900.0
VOLKSWAGEN,PASSAT,2018.0,2018,59211.0,Preto,RJ,DSG,2.0,GASOLINA,142900.0
VOLKSWAGEN,UP,2020.0,2019,33732.0,Branco,GO,MANUAL,1.0,FLEX,69900.0
VOLKSWAGEN,T-CROSS,2022.0,2021,25137.0,Preto,SP,AUTOMÁTICO,1.0,FLEX,129900.0
VOLKSWAGEN,T-CROSS,2020.0,2020,34085.0,Preto,SP,AUTOMÁTICO,1.0,FLEX,104000.0
VOLKSWAGEN,SAVEIRO,2017.0,2017,76000.0,Branco,SP,MANUAL,1.6,FLEX,63870.0
VOLKSWAGEN,TAOS,2022.0,2021,14000.0,Preto,SP,AUTOMÁTICO,1.4,FLEX,155890.0
VOLKSWAGEN,TIGUAN,2018.0,2018,68000.0,Branco,SP,TIPTRONIC,1.4,FLEX,132900.0
VOLKSWAGEN,AMAROK,2017.0,2017,78000.0,Branco,SP,AUTOMÁTICO,2.0,DIESEL,149900.0
VOLKSWAGEN,VIRTUS,2018.0,2018,62000.0,Prata,SP,AUTOMÁTICO,1.0,nan,78890.0
VOLKSWAGEN,GOL,2021.0,2020,72765.0,Cinza,MG,MANUAL,1.0,nan,54080.0
VOLKSWAGEN,NIVUS,2022.0,2022,19985.0,Cinza,SP,AUTOMÁTICO,1.0,FLEX,129990.0
VOLKSWAGEN,JETTA,2019.0,2018,50500.0,Branco,SP,TIPTRONIC,1.4,FLEX,107900.0
VOLKSWAGEN,AMAROK,2021.0,2020,20855.0,Cinza,MG,AUTOMÁTICO,3.0,DIESEL,249990.0
VOLKSWAGEN,GOLF,2014.0,2014,61525.0,Vermelho,MG,AUTOMÁTICO,1.4,GASOLINA,75900.0
VOLKSWAGEN,NEW BEETLE,2009.0,2008,131000.0,Preto,SP,MANUAL,2.0,GASOLINA,48990.0
VOLKSWAGEN,FOX,2014.0,2013,121000.0,Preto,SP,MANUAL,1.6,FLEX,44900.0
VOLKSWAGEN,POLO,2022.0,2021,17000.0,Cinza,SP,AUTOMÁTICO,1.4,nan,127990.0
VOLKSWAGEN,SPACEFOX,2015.0,2014,99800.0,Branco,SP,MANUAL,1.6,FLEX,48750.0
VOLKSWAGEN,SAVEIRO,2016.0,2015,109000.0,Branco,SP,MANUAL,1.6,FLEX,68700.0
VOLKSWAGEN,FOX,2022.0,2021,12000.0,Branco,SP,MANUAL,1.6,FLEX,74890.0
VOLKSWAGEN,SAVEIRO,2021.0,2020,33940.0,Vermelho,SP,MANUAL,1.6,FLEX,76990.0
VOLKSWAGEN,POLO,2019.0,2019,118000.0,Vermelho,SP,MANUAL,1.6,FLEX,65990.0
VOLKSWAGEN,AMAROK,2019.0,2019,61000.0,Preto,SC,AUTOMÁTICO,2.0,DIESEL,189890.0
VOLKSWAGEN,SAVEIRO,2014.0,2013,87000.0,Vermelho,SP,MANUAL,1.6,FLEX,66900.0
VOLKSWAGEN,TIGUAN,2019.0,2019,49859.0,Branco,SP,TIPTRONIC,1.4,FLEX,149800.0
VOLKSWAGEN,JETTA,2013.0,2012,98000.0,Branco,SP,TIPTRONIC,2.0,GASOLINA,71900.0
VOLKSWAGEN,JETTA,2015.0,2015,120463.0,Preto,SP,TIPTRONIC,2.0,GASOLINA,78900.0
VOLKSWAGEN,GOL,2022.0,2021,9700.0,Branco,RS,MANUAL,1.6,nan,67900.0
VOLKSWAGEN,JETTA,2020.0,2020,10000.0,Cinza,SP,TIPTRONIC,1.4,FLEX,146800.0
VOLKSWAGEN,VOYAGE,2015.0,2014,75000.0,Prata,PA,MANUAL,1.0,FLEX,44900.0
VOLKSWAGEN,TIGUAN,2018.0,2018,65000.0,Branco,SP,DSG,2.0,GASOLINA,182900.0
VOLKSWAGEN,TIGUAN,2019.0,2018,61000.0,Branco,SC,DSG,2.0,GASOLINA,209900.0
VOLKSWAGEN,GOLF,2014.0,2013,91077.0,Preto,SP,AUTOMÁTICO,1.4,GASOLINA,82999.0
VOLKSWAGEN,GOLF,2017.0,2017,90000.0,Branco,SC,AUTOMÁTICO,2.0,GASOLINA,159900.0
VOLKSWAGEN,UP,2021.0,2021,48000.0,Branco,SP,MANUAL,1.0,FLEX,73900.0
VOLKSWAGEN,T-CROSS,2020.0,2020,15295.0,Branco,SP,AUTOMÁTICO,1.0,FLEX,99900.0
VOLKSWAGEN,VIRTUS,2022.0,2021,43000.0,Prata,SC,AUTOMÁTICO,1.0,nan,99900.0
VOLKSWAGEN,AMAROK,2019.0,2019,60000.0,Branco,SP,MANUAL,2.0,DIESEL,124999.0
VOLKSWAGEN,JETTA,2010.0,2010,128000.0,Prata,SP,TIPTRONIC,2.5,GASOLINA,51990.0
VOLKSWAGEN,TIGUAN,2019.0,2019,57219.0,Cinza,SP,DSG,2.0,GASOLINA,194900.0
VOLKSWAGEN,T-CROSS,2021.0,2020,31000.0,Branco,SP,AUTOMÁTICO,1.0,FLEX,106800.0
VOLKSWAGEN,AMAROK,2018.0,2018,66500.0,Branco,SP,AUTOMÁTICO,3.0,DIESEL,199900.0
VOLKSWAGEN,TIGUAN,2016.0,2015,70000.0,Azul,SP,TIPTRONIC,2.0,GASOLINA,94900.0
VOLKSWAGEN,NIVUS,2022.0,2022,20500.0,Branco,SP,AUTOMÁTICO,1.0,FLEX,114900.0
VOLKSWAGEN,TIGUAN,2019.0,2018,77000.0,Preto,SP,DSG,2.0,GASOLINA,179900.0
VOLKSWAGEN,TAOS,2022.0,2021,20000.0,Preto,SP,AUTOMÁTICO,1.4,FLEX,153890.0
VOLKSWAGEN,GOLF,2015.0,2014,135105.0,Branco,SP,AUTOMÁTICO,1.4,GASOLINA,77880.0
VOLKSWAGEN,TIGUAN,2019.0,2018,58000.0,Cinza,RS,DSG,2.0,GASOLINA,199900.0
VOLKSWAGEN,VOYAGE,2021.0,2020,63074.0,Branco,SC,MANUAL,1.6,nan,60070.0
VOLKSWAGEN,POLO,2020.0,2020,25000.0,Bege,DF,AUTOMÁTICO,1.0,nan,89900.0
VOLKSWAGEN,GOLF,2017.0,2016,58400.0,Branco,SC,AUTOMÁTICO,2.0,GASOLINA,175990.0
VOLKSWAGEN,T-CROSS,2021.0,2021,27800.0,Preto,SP,AUTOMÁTICO,1.0,FLEX,114800.0
VOLKSWAGEN,NIVUS,2021.0,2020,48000.0,Branco,SP,AUTOMÁTICO,1.0,FLEX,118990.0
VOLKSWAGEN,NIVUS,2021.0,2021,15500.0,Vermelho,SC,AUTOMÁTICO,1.0,FLEX,129900.0
VOLKSWAGEN,GOL,2022.0,2021,25257.0,Prata,RS,AUTOMÁTICO,1.6,nan,70900.0
VOLKSWAGEN,SPACE CROSS,2014.0,2013,93000.0,Branco,PR,MANUAL,1.6,FLEX,49900.0
VOLKSWAGEN,T-CROSS,2020.0,2019,36000.0,Preto,SP,AUTOMÁTICO,1.0,FLEX,102500.0
VOLKSWAGEN,GOL,2014.0,2013,150000.0,Prata,SP,G.VI,1.6,FLEX,44900.0
VOLKSWAGEN,SAVEIRO,2012.0,2011,147000.0,Branco,SP,G.V,1.6,FLEX,40890.0
VOLKSWAGEN,T-CROSS,2022.0,2021,19316.0,Branco,SP,AUTOMÁTICO,1.0,FLEX,119890.0
VOLKSWAGEN,POLO,2019.0,2018,44000.0,Prata,SP,AUTOMÁTICO,1.0,nan,79990.0
VOLKSWAGEN,TAOS,2022.0,2022,11000.0,Cinza,SC,AUTOMÁTICO,1.4,FLEX,199900.0
VOLKSWAGEN,VOYAGE,2021.0,2020,62500.0,Cinza,SP,MANUAL,1.6,nan,59900.0
VOLKSWAGEN,VOYAGE,2022.0,2021,21019.0,Vermelho,AM,MANUAL,1.0,nan,61850.0
VOLKSWAGEN,JETTA,2019.0,2018,69000.0,Cinza,PR,TIPTRONIC,1.4,FLEX,108900.0
VOLKSWAGEN,VOYAGE,2021.0,2020,68528.0,Preto,SP,MANUAL,1.6,nan,61300.0
VOLKSWAGEN,T-CROSS,2020.0,2020,82842.0,Branco,SP,AUTOMÁTICO,1.0,FLEX,93100.0
VOLKSWAGEN,GOLF,2017.0,2017,132525.0,Cinza,SP,AUTOMÁTICO,2.0,GASOLINA,155900.0
VOLKSWAGEN,T-CROSS,2023.0,2023,0.0,Preto,SP,AUTOMÁTICO,1.4,FLEX,151900.0
VOLKSWAGEN,UP,2017.0,2016,64521.0,Branco,SP,MANUAL,1.0,FLEX,54990.0
VOLKSWAGEN,AMAROK,2020.0,2019,68500.0,Cinza,MG,AUTOMÁTICO,2.0,DIESEL,159000.0
VOLKSWAGEN,FOX,2013.0,2013,98900.0,Vermelho,SP,MANUAL,1.6,FLEX,39990.0
VOLKSWAGEN,JETTA,2013.0,2013,99000.0,Prata,SP,MANUAL,2.0,FLEX,65990.0
VOLKSWAGEN,T-CROSS,2020.0,2019,34929.0,Preto,PE,AUTOMÁTICO,1.0,FLEX,104900.0
VOLKSWAGEN,TIGUAN,2019.0,2018,60128.0,Preto,DF,DSG,2.0,GASOLINA,189990.0
VOLKSWAGEN,T-CROSS,2021.0,2020,43036.0,Cinza,SP,AUTOMÁTICO,1.0,FLEX,101880.0
VOLKSWAGEN,NIVUS,2021.0,2020,24500.0,Vermelho,MG,AUTOMÁTICO,1.0,FLEX,119890.0
VOLKSWAGEN,JETTA,2019.0,2018,38718.0,Branco,SC,TIPTRONIC,1.4,FLEX,126899.0
VOLKSWAGEN,NIVUS,2021.0,2021,38000.0,Cinza,SP,AUTOMÁTICO,1.0,FLEX,129900.0
VOLKSWAGEN,POLO,2019.0,2018,52000.0,Vermelho,SP,AUTOMÁTICO,1.0,nan,77990.0
VOLKSWAGEN,GOL,2020.0,2019,41236.0,Cinza,PE,MANUAL,1.0,nan,49900.0
VOLKSWAGEN,POLO,2022.0,2021,30478.0,Prata,SP,AUTOMÁTICO,1.0,nan,90100.0
VOLKSWAGEN,FOX,2015.0,2014,84114.0,Branco,SP,MANUAL,1.0,FLEX,48990.0
VOLKSWAGEN,AMAROK,2021.0,2021,27052.0,Preto,SP,AUTOMÁTICO,3.0,DIESEL,259900.0
VOLKSWAGEN,TIGUAN,2018.0,2018,72920.0,Preto,SP,TIPTRONIC,1.4,FLEX,147990.0
VOLKSWAGEN,SAVEIRO,2018.0,2017,60000.0,Prata,RJ,MANUAL,1.6,FLEX,69900.0
VOLKSWAGEN,SAVEIRO,2015.0,2015,89012.0,Vermelho,RS,MANUAL,1.6,FLEX,76900.0
VOLKSWAGEN,NIVUS,2021.0,2021,43000.0,Cinza,SP,AUTOMÁTICO,1.0,FLEX,121900.0
VOLKSWAGEN,FOX,2019.0,2018,29797.0,Cinza,PE,MANUAL,1.6,FLEX,64990.0
